103,276093
103,276093
104,170013
104,227760
105,050072
105,050072
105,050072
105,050072
105,129059
105,891670
106,053513
106,141968
106,141968
106,141968
106,141968
106,252968
106,291344
106,329582
106,346466
106,358383
106,366936
106,374985
106,377617
106,380287
106,381844
106,382790
106,383553
106,384010
106,384102
106,384193
106,384338
106,384491
106,384590
106,384651
106,384689
106,384712
106,384750
106,384789
106,384811
106,384811
117,007233
126,349693
126,349693
127,901093
128,472168
128,677628
128,782990
128,843582
128,878540
128,897827
128,905869
128,913223
128,919617
129,005066
129,005066
129,005066
129,005081
129,005127
129,005127
129,005127
129,005127
129,005127
129,099854
129,110626
129,110641
129,110748
129,137161
129,138855
129,138855
129,138855
129,138855
129,138855
129,138855
129,138855
129,138885
129,138885
129,138885
129,138885
129,149948
129,149948
129,181046
129,181580
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
129,183136
130,107513
130,115875
130,115875
130,115875
130,115875
